,label,lang,train,True or False
11815,__label__tot,vi,__label__tot,True
11816,__label__xuat_sac,vi,__label__xuat_sac,True
11817,__label__tot,vi,__label__tot,True
11818,__label__tot,vi,__label__tot,True
11819,__label__xuat_sac,vi,__label__xuat_sac,True
11820,__label__xuat_sac,vi,__label__xuat_sac,True
11821,__label__xuat_sac,vi,__label__xuat_sac,True
11822,__label__tot,vi,__label__tot,True
11823,__label__xuat_sac,vi,__label__xuat_sac,True
11824,__label__tot,vi,__label__tot,True
11825,__label__xuat_sac,zh-cn,__label__xuat_sac,True
11826,__label__tot,vi,__label__tot,True
11827,__label__tot,vi,__label__tot,True
11828,__label__xuat_sac,vi,__label__tot,False
11829,__label__xuat_sac,vi,__label__xuat_sac,True
11830,__label__xuat_sac,vi,__label__tot,False
11831,__label__tot,vi,__label__tot,True
11832,__label__tot,vi,__label__tot,True
11833,__label__xuat_sac,vi,__label__tot,False
11834,__label__tot,vi,__label__tot,True
11835,__label__tot,vi,__label__tot,True
11836,__label__xuat_sac,vi,__label__xuat_sac,True
11837,__label__tot,vi,__label__tot,True
11838,__label__xuat_sac,vi,__label__xuat_sac,True
11839,__label__xuat_sac,vi,__label__xuat_sac,True
11840,__label__tot,vi,__label__tot,True
11841,__label__xuat_sac,vi,__label__xuat_sac,True
11842,__label__xuat_sac,vi,__label__xuat_sac,True
11843,__label__xuat_sac,vi,__label__tot,False
11844,__label__xuat_sac,vi,__label__xuat_sac,True
11845,__label__xuat_sac,vi,__label__xuat_sac,True
11846,__label__xuat_sac,vi,__label__xuat_sac,True
11847,__label__tot,vi,__label__tot,True
11848,__label__tot,vi,__label__tot,True
11849,__label__tot,vi,__label__tot,True
11850,__label__trung_binh,vi,__label__trung_binh,True
11851,__label__tot,vi,__label__tot,True
11852,__label__tot,vi,__label__tot,True
11853,__label__xuat_sac,vi,__label__tot,False
11854,__label__xuat_sac,vi,__label__tot,False
11855,__label__xuat_sac,vi,__label__xuat_sac,True
11856,__label__tot,vi,__label__tot,True
11857,__label__tot,vi,__label__tot,True
11858,__label__tot,vi,__label__tot,True
11859,__label__tot,vi,__label__tot,True
11860,__label__xuat_sac,vi,__label__tot,False
11861,__label__trung_binh,vi,__label__tot,False
11862,__label__xuat_sac,vi,__label__tot,False
11863,__label__tot,vi,__label__tot,True
11864,__label__xuat_sac,vi,__label__xuat_sac,True
11865,__label__trung_binh,vi,__label__trung_binh,True
11866,__label__tot,vi,__label__tot,True
11867,__label__xuat_sac,vi,__label__xuat_sac,True
11868,__label__trung_binh,vi,__label__trung_binh,True
11869,__label__trung_binh,vi,__label__trung_binh,True
11870,__label__trung_binh,vi,__label__trung_binh,True
11871,__label__tot,vi,__label__tot,True
11872,__label__tot,vi,__label__tot,True
11873,__label__tot,vi,__label__tot,True
11874,__label__tot,vi,__label__tot,True
11875,__label__tot,vi,__label__tot,True
11876,__label__tot,vi,__label__tot,True
11877,__label__trung_binh,vi,__label__trung_binh,True
11878,__label__tot,vi,__label__tot,True
11879,__label__tot,vi,__label__xuat_sac,False
11880,__label__tot,vi,__label__trung_binh,False
11881,__label__trung_binh,vi,__label__trung_binh,True
11882,__label__xuat_sac,vi,__label__xuat_sac,True
11883,__label__xuat_sac,vi,__label__xuat_sac,True
11884,__label__tot,vi,__label__tot,True
11885,__label__xuat_sac,vi,__label__tot,False
11886,__label__tot,vi,__label__trung_binh,False
11887,__label__xuat_sac,vi,__label__xuat_sac,True
11888,__label__xuat_sac,vi,__label__tot,False
11889,__label__tot,vi,__label__tot,True
11890,__label__xuat_sac,vi,__label__xuat_sac,True
11891,__label__xuat_sac,vi,__label__tot,False
11892,__label__trung_binh,vi,__label__trung_binh,True
11893,__label__tot,vi,__label__tot,True
11894,__label__tot,vi,__label__tot,True
11895,__label__tot,vi,__label__tot,True
11896,__label__xuat_sac,vi,__label__xuat_sac,True
11897,__label__xuat_sac,vi,__label__xuat_sac,True
11898,__label__xuat_sac,vi,__label__xuat_sac,True
11899,__label__xuat_sac,vi,__label__xuat_sac,True
11900,__label__tot,vi,__label__tot,True
11901,__label__xuat_sac,vi,__label__xuat_sac,True
11902,__label__tot,vi,__label__tot,True
11903,__label__xuat_sac,vi,__label__xuat_sac,True
11904,__label__tot,vi,__label__tot,True
11905,__label__xuat_sac,vi,__label__tot,False
11906,__label__xuat_sac,vi,__label__xuat_sac,True
11907,__label__tot,vi,__label__tot,True
11908,__label__tot,vi,__label__tot,True
11909,__label__tot,vi,__label__tot,True
11910,__label__tot,vi,__label__tot,True
11911,__label__tot,vi,__label__tot,True
11912,__label__tot,vi,__label__tot,True
11913,__label__xuat_sac,vi,__label__xuat_sac,True
11914,__label__xuat_sac,vi,__label__xuat_sac,True
11915,__label__xuat_sac,vi,__label__xuat_sac,True
11916,__label__tot,vi,__label__tot,True
11917,__label__trung_binh,vi,__label__trung_binh,True
11918,__label__tot,vi,__label__tot,True
11919,__label__tot,vi,__label__tot,True
11920,__label__tot,vi,__label__tot,True
11921,__label__xuat_sac,vi,__label__xuat_sac,True
11922,__label__trung_binh,vi,__label__trung_binh,True
11923,__label__tot,vi,__label__tot,True
11924,__label__tot,vi,__label__tot,True
11925,__label__trung_binh,vi,__label__trung_binh,True
11926,__label__tot,vi,__label__tot,True
11927,__label__trung_binh,vi,__label__trung_binh,True
11928,__label__xuat_sac,vi,__label__tot,False
11929,__label__xuat_sac,vi,__label__xuat_sac,True
11930,__label__xuat_sac,vi,__label__xuat_sac,True
11931,__label__tot,vi,__label__tot,True
11932,__label__xuat_sac,vi,__label__xuat_sac,True
11933,__label__xuat_sac,vi,__label__xuat_sac,True
11934,__label__tot,vi,__label__tot,True
11935,__label__tot,vi,__label__xuat_sac,False
11936,__label__tot,vi,__label__tot,True
11937,__label__tot,vi,__label__trung_binh,False
11938,__label__tot,vi,__label__tot,True
11939,__label__tot,vi,__label__tot,True
11940,__label__tot,vi,__label__tot,True
11941,__label__xuat_sac,vi,__label__xuat_sac,True
11942,__label__xuat_sac,vi,__label__xuat_sac,True
11943,__label__trung_binh,vi,__label__trung_binh,True
11944,__label__tot,vi,__label__tot,True
11945,__label__xuat_sac,vi,__label__tot,False
11946,__label__kem,vi,__label__xuat_sac,False
11947,__label__tot,vi,__label__tot,True
11948,__label__tot,vi,__label__xuat_sac,False
11949,__label__xuat_sac,vi,__label__tot,False
11950,__label__tot,vi,__label__tot,True
11951,__label__xuat_sac,vi,__label__xuat_sac,True
11952,__label__tot,vi,__label__tot,True
11953,__label__tot,vi,__label__xuat_sac,False
11954,__label__xuat_sac,vi,__label__xuat_sac,True
11955,__label__tot,vi,__label__xuat_sac,False
11956,__label__tot,vi,__label__tot,True
11957,__label__tot,vi,__label__tot,True
11958,__label__trung_binh,vi,__label__trung_binh,True
11959,__label__tot,vi,__label__tot,True
11960,__label__xuat_sac,vi,__label__xuat_sac,True
11961,__label__xuat_sac,vi,__label__xuat_sac,True
11962,__label__tot,vi,__label__tot,True
11963,__label__trung_binh,vi,__label__trung_binh,True
11964,__label__xuat_sac,vi,__label__xuat_sac,True
11965,__label__tot,vi,__label__tot,True
11966,__label__xuat_sac,vi,__label__xuat_sac,True
11967,__label__tot,vi,__label__tot,True
11968,__label__tot,vi,__label__tot,True
11969,__label__tot,vi,__label__tot,True
11970,__label__tot,vi,__label__tot,True
11971,__label__tot,vi,__label__xuat_sac,False
11972,__label__tot,vi,__label__tot,True
11973,__label__tot,vi,__label__tot,True
11974,__label__xuat_sac,vi,__label__xuat_sac,True
11975,__label__tot,vi,__label__tot,True
11976,__label__tot,vi,__label__tot,True
11977,__label__tot,vi,__label__tot,True
11978,__label__tot,vi,__label__tot,True
11979,__label__tot,vi,__label__tot,True
11980,__label__tot,vi,__label__tot,True
11981,__label__tot,vi,__label__tot,True
11982,__label__tot,vi,__label__tot,True
11983,__label__xuat_sac,vi,__label__xuat_sac,True
11984,__label__xuat_sac,vi,__label__xuat_sac,True
11985,__label__xuat_sac,vi,__label__xuat_sac,True
11986,__label__kem,vi,__label__kem,True
11987,__label__trung_binh,vi,__label__tot,False
11988,__label__tot,vi,__label__tot,True
11989,__label__xuat_sac,vi,__label__xuat_sac,True
11990,__label__xuat_sac,vi,__label__xuat_sac,True
11991,__label__tot,vi,__label__tot,True
11992,__label__xuat_sac,vi,__label__xuat_sac,True
11993,__label__xuat_sac,vi,__label__xuat_sac,True
11994,__label__tot,vi,__label__tot,True
11995,__label__tot,vi,__label__tot,True
11996,__label__tot,vi,__label__tot,True
11997,__label__tot,vi,__label__tot,True
11998,__label__tot,vi,__label__tot,True
11999,__label__xuat_sac,vi,__label__xuat_sac,True
12000,__label__tot,vi,__label__tot,True
12001,__label__tot,en,__label__tot,True
12002,__label__xuat_sac,vi,__label__tot,False
12003,__label__tot,vi,__label__tot,True
12004,__label__xuat_sac,vi,__label__xuat_sac,True
12005,__label__tot,vi,__label__tot,True
12006,__label__trung_binh,vi,__label__trung_binh,True
12007,__label__xuat_sac,vi,__label__tot,False
12008,__label__xuat_sac,vi,__label__xuat_sac,True
12009,__label__xuat_sac,vi,__label__xuat_sac,True
12010,__label__tot,vi,__label__tot,True
12011,__label__tot,vi,__label__tot,True
12012,__label__xuat_sac,vi,__label__xuat_sac,True
12013,__label__tot,vi,__label__tot,True
12014,__label__xuat_sac,vi,__label__xuat_sac,True
12015,__label__tot,vi,__label__tot,True
12016,__label__xuat_sac,vi,__label__tot,False
12017,__label__tot,vi,__label__tot,True
12018,__label__trung_binh,vi,__label__xuat_sac,False
12019,__label__tot,vi,__label__tot,True
12020,__label__tot,vi,__label__tot,True
12021,__label__tot,vi,__label__tot,True
12022,__label__xuat_sac,vi,__label__xuat_sac,True
12023,__label__xuat_sac,vi,__label__xuat_sac,True
12024,__label__xuat_sac,vi,__label__xuat_sac,True
12025,__label__xuat_sac,vi,__label__tot,False
12026,__label__xuat_sac,vi,__label__tot,False
12027,__label__xuat_sac,vi,__label__xuat_sac,True
12028,__label__xuat_sac,vi,__label__xuat_sac,True
12029,__label__xuat_sac,vi,__label__xuat_sac,True
12030,__label__xuat_sac,vi,__label__xuat_sac,True
12031,__label__tot,vi,__label__tot,True
12032,__label__xuat_sac,vi,__label__tot,False
12033,__label__xuat_sac,vi,__label__xuat_sac,True
12034,__label__xuat_sac,vi,__label__xuat_sac,True
12035,__label__xuat_sac,vi,__label__xuat_sac,True
12036,__label__tot,vi,__label__tot,True
12037,__label__xuat_sac,vi,__label__tot,False
12038,__label__xuat_sac,vi,__label__xuat_sac,True
12039,__label__tot,vi,__label__tot,True
12040,__label__xuat_sac,vi,__label__tot,False
12041,__label__tot,vi,__label__tot,True
12042,__label__tot,vi,__label__tot,True
12043,__label__trung_binh,vi,__label__tot,False
12044,__label__xuat_sac,vi,__label__tot,False
12045,__label__xuat_sac,vi,__label__xuat_sac,True
12046,__label__tot,vi,__label__tot,True
12047,__label__xuat_sac,vi,__label__xuat_sac,True
12048,__label__xuat_sac,vi,__label__xuat_sac,True
12049,__label__xuat_sac,vi,__label__tot,False
12050,__label__tot,vi,__label__tot,True
12051,__label__trung_binh,vi,__label__trung_binh,True
12052,__label__trung_binh,vi,__label__tot,False
12053,__label__trung_binh,vi,__label__tot,False
12054,__label__kem,vi,__label__kem,True
12055,__label__tot,vi,__label__tot,True
12056,__label__tot,vi,__label__tot,True
12057,__label__tot,vi,__label__tot,True
12058,__label__xuat_sac,vi,__label__xuat_sac,True
12059,__label__trung_binh,vi,__label__trung_binh,True
12060,__label__xuat_sac,vi,__label__xuat_sac,True
12061,__label__xuat_sac,vi,__label__xuat_sac,True
12062,__label__xuat_sac,vi,__label__xuat_sac,True
12063,__label__xuat_sac,vi,__label__xuat_sac,True
12064,__label__xuat_sac,vi,__label__tot,False
12065,__label__xuat_sac,vi,__label__tot,False
12066,__label__xuat_sac,vi,__label__xuat_sac,True
12067,__label__tot,vi,__label__tot,True
12068,__label__xuat_sac,vi,__label__xuat_sac,True
12069,__label__trung_binh,vi,__label__tot,False
12070,__label__tot,vi,__label__tot,True
12071,__label__trung_binh,vi,__label__trung_binh,True
12072,__label__xuat_sac,vi,__label__xuat_sac,True
12073,__label__tot,vi,__label__tot,True
12074,__label__trung_binh,vi,__label__trung_binh,True
12075,__label__tot,vi,__label__tot,True
12076,__label__tot,vi,__label__tot,True
12077,__label__tot,vi,__label__tot,True
12078,__label__xuat_sac,vi,__label__tot,False
12079,__label__tot,vi,__label__tot,True
12080,__label__xuat_sac,vi,__label__xuat_sac,True
12081,__label__tot,vi,__label__tot,True
12082,__label__tot,vi,__label__tot,True
12083,__label__trung_binh,vi,__label__trung_binh,True
12084,__label__tot,vi,__label__tot,True
12085,__label__tot,vi,__label__tot,True
12086,__label__xuat_sac,vi,__label__xuat_sac,True
12087,__label__xuat_sac,vi,__label__xuat_sac,True
12088,__label__tot,vi,__label__tot,True
12089,__label__tot,vi,__label__tot,True
12090,__label__tot,vi,__label__tot,True
12091,__label__tot,vi,__label__tot,True
12092,__label__tot,vi,__label__tot,True
12093,__label__tot,vi,__label__tot,True
12094,__label__xuat_sac,vi,__label__xuat_sac,True
12095,__label__tot,vi,__label__tot,True
12096,__label__xuat_sac,vi,__label__tot,False
12097,__label__trung_binh,vi,__label__trung_binh,True
12098,__label__trung_binh,vi,__label__trung_binh,True
12099,__label__xuat_sac,vi,__label__xuat_sac,True
12100,__label__xuat_sac,vi,__label__tot,False
12101,__label__trung_binh,vi,__label__trung_binh,True
12102,__label__tot,vi,__label__tot,True
12103,__label__xuat_sac,vi,__label__xuat_sac,True
12104,__label__tot,vi,__label__tot,True
12105,__label__tot,vi,__label__tot,True
12106,__label__xuat_sac,vi,__label__xuat_sac,True
12107,__label__tot,vi,__label__tot,True
12108,__label__tot,vi,__label__trung_binh,False
12109,__label__xuat_sac,vi,__label__xuat_sac,True
12110,__label__kem,vi,__label__kem,True
12111,__label__tot,vi,__label__tot,True
12112,__label__tot,vi,__label__tot,True
12113,__label__tot,vi,__label__tot,True
12114,__label__xuat_sac,vi,__label__xuat_sac,True
12115,__label__xuat_sac,vi,__label__xuat_sac,True
12116,__label__xuat_sac,vi,__label__xuat_sac,True
12117,__label__xuat_sac,vi,__label__xuat_sac,True
12118,__label__kem,vi,__label__trung_binh,False
12119,__label__tot,vi,__label__tot,True
12120,__label__tot,vi,__label__tot,True
12121,__label__xuat_sac,vi,__label__xuat_sac,True
12122,__label__tot,vi,__label__tot,True
12123,__label__xuat_sac,vi,__label__xuat_sac,True
12124,__label__tot,vi,__label__tot,True
12125,__label__xuat_sac,vi,__label__xuat_sac,True
12126,__label__xuat_sac,vi,__label__tot,False
12127,__label__tot,vi,__label__tot,True
12128,__label__xuat_sac,vi,__label__xuat_sac,True
12129,__label__xuat_sac,vi,__label__xuat_sac,True
12130,__label__xuat_sac,vi,__label__tot,False
12131,__label__tot,vi,__label__xuat_sac,False
12132,__label__tot,vi,__label__tot,True
12133,__label__tot,vi,__label__tot,True
12134,__label__tot,vi,__label__tot,True
12135,__label__tot,vi,__label__tot,True
12136,__label__tot,vi,__label__tot,True
12137,__label__tot,vi,__label__tot,True
12138,__label__tot,vi,__label__tot,True
12139,__label__tot,vi,__label__tot,True
12140,__label__tot,vi,__label__tot,True
12141,__label__tot,vi,__label__tot,True
12142,__label__tot,vi,__label__tot,True
12143,__label__tot,vi,__label__tot,True
12144,__label__kem,vi,__label__trung_binh,False
12145,__label__trung_binh,vi,__label__trung_binh,True
12146,__label__tot,vi,__label__trung_binh,False
12147,__label__trung_binh,vi,__label__kem,False
12148,__label__tot,vi,__label__tot,True
12149,__label__tot,vi,__label__tot,True
12150,__label__trung_binh,vi,__label__trung_binh,True
12151,__label__xuat_sac,vi,__label__xuat_sac,True
12152,__label__trung_binh,vi,__label__trung_binh,True
12153,__label__tot,vi,__label__tot,True
12154,__label__tot,vi,__label__tot,True
12155,__label__kem,vi,__label__kem,True
12156,__label__tot,vi,__label__tot,True
12157,__label__trung_binh,vi,__label__tot,False
12158,__label__xuat_sac,vi,__label__xuat_sac,True
12159,__label__trung_binh,vi,__label__trung_binh,True
12160,__label__xuat_sac,vi,__label__xuat_sac,True
12161,__label__trung_binh,vi,__label__trung_binh,True
12162,__label__tot,vi,__label__tot,True
12163,__label__xuat_sac,vi,__label__tot,False
12164,__label__tot,vi,__label__tot,True
12165,__label__trung_binh,vi,__label__trung_binh,True
12166,__label__trung_binh,vi,__label__xuat_sac,False
12167,__label__xuat_sac,vi,__label__tot,False
12168,__label__tot,vi,__label__tot,True
12169,__label__tot,vi,__label__tot,True
12170,__label__xuat_sac,vi,__label__tot,False
12171,__label__xuat_sac,vi,__label__xuat_sac,True
12172,__label__xuat_sac,vi,__label__xuat_sac,True
12173,__label__trung_binh,vi,__label__trung_binh,True
12174,__label__tot,vi,__label__tot,True
12175,__label__trung_binh,vi,__label__trung_binh,True
12176,__label__xuat_sac,vi,__label__tot,False
12177,__label__trung_binh,vi,__label__trung_binh,True
12178,__label__tot,vi,__label__tot,True
12179,__label__xuat_sac,vi,__label__tot,False
12180,__label__xuat_sac,vi,__label__xuat_sac,True
12181,__label__tot,vi,__label__tot,True
12182,__label__trung_binh,vi,__label__tot,False
12183,__label__trung_binh,vi,__label__kem,False
12184,__label__tot,vi,__label__trung_binh,False
12185,__label__tot,vi,__label__tot,True
12186,__label__tot,vi,__label__tot,True
12187,__label__xuat_sac,vi,__label__tot,False
12188,__label__tot,vi,__label__tot,True
12189,__label__tot,vi,__label__tot,True
12190,__label__tot,vi,__label__tot,True
12191,__label__trung_binh,vi,__label__tot,False
12192,__label__trung_binh,vi,__label__trung_binh,True
12193,__label__tot,vi,__label__tot,True
